scenario,stage,week_start,mean_weekly_arrivals,std_weekly_arrivals,min_weekly_arrivals,max_weekly_arrivals
ALL_MC_BASELINE,ref_to_mri,2026-08-03,3.473684210526316,1.6789024540730166,1,6
ALL_MC_BASELINE,ref_to_mri,2026-08-10,2.764705882352941,1.2004900959975617,1,5
ALL_MC_BASELINE,ref_to_mri,2026-08-17,3.111111111111111,1.5676467522593478,1,7
ALL_MC_BASELINE,ref_to_mri,2026-08-24,3.473684210526316,1.6454793645565071,1,7
ALL_MC_BASELINE,ref_to_mri,2026-08-31,2.8421052631578947,1.4629938062729393,1,6
ALL_MC_BASELINE,ref_to_mri,2026-09-07,3.15,2.084403234046921,1,6
ALL_MC_BASELINE,ref_to_mri,2026-09-14,2.8947368421052633,1.3289401308354825,1,5
ALL_MC_BASELINE,ref_to_mri,2026-09-21,2.9,1.6511558949637932,1,7
ALL_MC_BASELINE,ref_to_mri,2026-09-28,3.1,1.6827296120792614,1,6
ALL_MC_BASELINE,ref_to_mri,2026-10-05,3.375,1.7078251276599332,1,7
ALL_MC_BASELINE,ref_to_mri,2026-10-12,3.85,1.5985190514644287,2,8
ALL_MC_BASELINE,ref_to_mri,2026-10-19,2.6,1.635140425323255,1,6
ALL_MC_BASELINE,ref_to_mri,2026-10-26,3.210526315789474,1.5121341566151925,1,6
ALL_MC_BASELINE,ref_to_mri,2026-11-02,2.5789473684210527,1.4649910683718712,1,6
ALL_MC_BASELINE,ref_to_mri,2026-11-09,2.6842105263157894,1.3764944032233706,1,7
ALL_MC_BASELINE,ref_to_mri,2026-11-16,3.5555555555555554,1.7895849739771976,1,7
ALL_MC_BASELINE,ref_to_mri,2026-11-23,2.8421052631578947,1.5370663939515445,1,6
ALL_MC_BASELINE,ref_to_mri,2026-11-30,2.473684210526316,1.4286131990551605,1,6
ALL_MC_BASELINE,ref_to_mri,2026-12-07,3.3,1.3018205875255096,1,6
ALL_MC_BASELINE,ref_to_mri,2026-12-14,3.05,1.637552731171861,1,6
ALL_MC_BASELINE,ref_to_mri,2026-12-21,2.85,1.3088765773505315,1,5
ALL_MC_BASELINE,ref_to_mri,2026-12-28,2.6842105263157894,1.2042808632793343,1,6
ALL_MC_BASELINE,ref_to_mri,2027-01-04,1.5,0.7559289460184544,1,3
ALL_MC_BASELINE,report_to_biopmdt,2026-01-12,1.0,0.0,1,1
ALL_MC_BASELINE,report_to_biopmdt,2026-01-19,1.4375,0.6291528696058958,1,3
ALL_MC_BASELINE,report_to_biopmdt,2026-01-26,2.25,1.2382783747337807,1,5
ALL_MC_BASELINE,report_to_biopmdt,2026-02-02,2.5789473684210527,1.6771599497591227,1,7
ALL_MC_BASELINE,report_to_biopmdt,2026-02-09,2.9473684210526314,1.6149882768933415,1,7
ALL_MC_BASELINE,report_to_biopmdt,2026-02-16,2.9,1.3726654823065194,1,6
ALL_MC_BASELINE,report_to_biopmdt,2026-02-23,3.45,2.4596747752497685,1,11
ALL_MC_BASELINE,report_to_biopmdt,2026-03-02,3.0,1.505545305418162,1,6
ALL_MC_BASELINE,report_to_biopmdt,2026-03-09,2.263157894736842,0.9911892555667042,1,4
ALL_MC_BASELINE,report_to_biopmdt,2026-03-16,3.736842105263158,1.7269789055894333,1,9
ALL_MC_BASELINE,report_to_biopmdt,2026-03-23,3.736842105263158,1.8809603121561156,1,7
ALL_MC_BASELINE,report_to_biopmdt,2026-03-30,3.5,1.7013926184468013,1,7
ALL_MC_BASELINE,report_to_biopmdt,2026-04-06,2.6315789473684212,1.5351629054269227,1,5
ALL_MC_BASELINE,report_to_biopmdt,2026-04-13,2.65,1.496487114615601,1,6
ALL_MC_BASELINE,report_to_biopmdt,2026-04-20,2.6,1.187655806953123,1,5
ALL_MC_BASELINE,report_to_biopmdt,2026-04-27,3.2,1.5761378513048245,1,6
ALL_MC_BASELINE,report_to_biopmdt,2026-05-04,3.2222222222222223,1.7339365466222858,1,7
ALL_MC_BASELINE,report_to_biopmdt,2026-05-11,2.9444444444444446,1.5893847208431549,1,7
ALL_MC_BASELINE,report_to_biopmdt,2026-05-18,2.6470588235294117,1.656093916063799,1,6
ALL_MC_BASELINE,report_to_biopmdt,2026-05-25,2.6315789473684212,1.4224597754824202,1,6
